faq_id,service_id,service_name,question,answer,category,difficulty,source
faq_00608,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,advanced,synthetic_interview_dataset
faq_00609,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,basic,synthetic_interview_dataset
faq_00610,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,standard,synthetic_interview_dataset
faq_00611,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,advanced,synthetic_interview_dataset
faq_00612,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,basic,synthetic_interview_dataset
faq_00613,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,standard,synthetic_interview_dataset
faq_00614,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,advanced,synthetic_interview_dataset
faq_00615,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,basic,synthetic_interview_dataset
faq_00616,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,standard,synthetic_interview_dataset
faq_00617,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,advanced,synthetic_interview_dataset
faq_00618,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,basic,synthetic_interview_dataset
faq_00619,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,standard,synthetic_interview_dataset
faq_00620,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,advanced,synthetic_interview_dataset
faq_00621,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,basic,synthetic_interview_dataset
faq_00622,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,standard,synthetic_interview_dataset
